MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
925,male,group E,some high school,standard,completed,divorced,regularly,no,2,school_bus,5 - 10,76,64,61
436,male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,5 - 10,77,69,65
784,female,group D,high school,standard,completed,divorced,sometimes,yes,1,school_bus,> 10,43,56,56
66,male,,bachelor's degree,standard,completed,single,never,no,4,private,5 - 10,73,66,74
706,female,group D,some college,free/reduced,none,married,regularly,no,6,school_bus,> 10,44,60,60
503,female,group E,associate's degree,standard,none,married,sometimes,no,4,school_bus,5 - 10,90,91,88
475,male,,high school,standard,none,divorced,regularly,no,1,school_bus,5 - 10,72,59,59
499,male,group C,bachelor's degree,standard,completed,married,never,no,4,school_bus,5 - 10,78,77,77
479,male,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,49,39,42
717,male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,5,school_bus,,61,57,49
90,male,group D,some high school,standard,completed,married,sometimes,no,1,school_bus,5 - 10,75,77,78
432,male,group D,associate's degree,standard,none,divorced,regularly,yes,3,private,5 - 10,88,75,80
833,female,group C,bachelor's degree,free/reduced,none,single,regularly,yes,3,private,5 - 10,77,84,79
196,female,group B,master's degree,standard,completed,single,sometimes,no,3,school_bus,< 5,43,63,66
161,male,group D,,standard,none,single,never,yes,3,school_bus,5 - 10,70,66,67
412,female,group B,high school,standard,none,single,regularly,no,1,school_bus,5 - 10,74,89,87
908,male,group A,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,5 - 10,85,82,71
834,male,group B,associate's degree,standard,completed,divorced,sometimes,no,1,school_bus,5 - 10,90,81,86
690,female,group A,some college,standard,none,married,never,yes,2,school_bus,5 - 10,49,59,54
939,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,< 5,42,43,36
453,female,group C,,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,68,80,78
955,male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,3,private,< 5,64,50,55
353,female,group E,master's degree,standard,none,single,sometimes,yes,2,private,< 5,84,80,81
193,male,group C,high school,standard,completed,single,regularly,no,2,private,5 - 10,80,76,74
696,male,group B,some high school,free/reduced,none,married,regularly,yes,3,school_bus,< 5,56,56,52
39,male,group A,some college,standard,completed,divorced,sometimes,no,2,school_bus,< 5,67,70,68
162,male,group B,master's degree,free/reduced,none,single,never,no,2,school_bus,5 - 10,48,53,52
44,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,5,school_bus,5 - 10,55,56,48
949,male,group C,high school,standard,,married,regularly,yes,2,school_bus,< 5,82,81,78
150,female,group C,some college,standard,completed,single,regularly,yes,0,school_bus,> 10,73,78,83
572,female,group C,some college,standard,none,married,never,yes,2,school_bus,< 5,44,57,50
279,male,group D,some high school,free/reduced,none,married,never,no,3,school_bus,< 5,50,53,47
94,male,group E,associate's degree,free/reduced,,married,sometimes,no,4,private,5 - 10,82,78,71
906,male,,high school,standard,completed,divorced,regularly,yes,3,private,5 - 10,83,83,79
752,male,group E,some high school,standard,none,divorced,sometimes,yes,0,private,< 5,64,58,51
753,female,group D,some high school,standard,completed,single,sometimes,no,1,private,< 5,59,76,75
520,female,group A,associate's degree,standard,,married,regularly,yes,1,,< 5,67,79,81
54,male,group E,,standard,none,married,sometimes,no,2,,5 - 10,62,54,45
130,male,group A,some high school,free/reduced,none,divorced,sometimes,no,2,,> 10,43,40,35
180,female,group C,some high school,standard,completed,married,sometimes,yes,4,private,5 - 10,87,94,92
706,female,group B,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,44,50,50
949,female,group E,some college,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,69,71,61
113,female,,bachelor's degree,standard,none,,never,yes,1,private,5 - 10,79,94,88
513,male,group C,high school,standard,none,married,sometimes,no,5,school_bus,> 10,70,62,62
58,female,group C,bachelor's degree,free/reduced,none,married,regularly,,3,school_bus,< 5,40,47,55
188,male,group C,,free/reduced,none,married,never,no,3,school_bus,5 - 10,58,51,44
343,male,group C,some college,standard,none,married,regularly,yes,2,school_bus,5 - 10,64,74,67
273,female,group D,,free/reduced,completed,married,never,yes,4,school_bus,5 - 10,75,83,85
503,male,group C,some high school,free/reduced,none,single,never,no,3,private,5 - 10,33,12,15
967,male,group C,associate's degree,standard,none,married,regularly,yes,2,private,< 5,47,40,40
365,female,group B,some college,standard,completed,divorced,regularly,yes,1,school_bus,5 - 10,66,72,78
75,male,group D,associate's degree,free/reduced,completed,divorced,never,no,4,school_bus,5 - 10,46,56,57
782,male,group D,master's degree,free/reduced,completed,divorced,never,no,5,school_bus,< 5,81,89,95
118,male,group C,some high school,standard,completed,married,sometimes,no,7,school_bus,5 - 10,49,48,53
898,male,group C,high school,free/reduced,none,married,regularly,yes,3,,> 10,54,56,56
831,female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,> 10,64,73,80
4,male,group C,master's degree,standard,none,married,regularly,yes,0,school_bus,5 - 10,72,73,67
488,female,group A,some college,standard,none,married,sometimes,no,1,private,> 10,78,88,90
932,male,group D,bachelor's degree,free/reduced,none,single,sometimes,no,1,private,5 - 10,71,81,76
856,male,group C,high school,free/reduced,none,married,regularly,no,1,private,5 - 10,80,78,64
909,male,group D,master's degree,standard,none,married,sometimes,yes,2,school_bus,5 - 10,58,59,61
172,male,group E,,standard,none,single,sometimes,yes,3,school_bus,5 - 10,75,74,70
788,female,group C,some college,free/reduced,completed,married,regularly,yes,5,,5 - 10,61,72,82
899,male,,master's degree,standard,,married,regularly,,4,school_bus,5 - 10,95,87,86
318,male,,some high school,standard,none,married,sometimes,yes,1,school_bus,< 5,68,54,54
678,male,group E,high school,free/reduced,none,single,sometimes,no,5,school_bus,< 5,73,57,46
393,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,4,private,5 - 10,68,73,76
58,male,group C,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,78,73,77
41,male,group B,some high school,free/reduced,none,married,sometimes,,1,school_bus,< 5,44,44,41
438,male,group A,associate's degree,free/reduced,completed,single,sometimes,no,1,private,5 - 10,48,53,52
231,male,group D,master's degree,standard,none,single,regularly,yes,0,private,< 5,73,71,70
773,male,group B,master's degree,free/reduced,none,single,sometimes,yes,5,school_bus,5 - 10,64,54,50
852,male,group E,associate's degree,free/reduced,,single,sometimes,yes,5,,< 5,85,80,73
858,female,group D,high school,free/reduced,none,married,sometimes,yes,0,private,5 - 10,60,69,65
856,female,,high school,free/reduced,none,single,sometimes,no,3,school_bus,5 - 10,48,70,67
794,male,group C,associate's degree,standard,none,married,sometimes,yes,0,private,5 - 10,51,49,47
740,male,group C,some high school,free/reduced,none,married,sometimes,yes,3,,5 - 10,35,39,35
244,female,group C,master's degree,standard,completed,single,sometimes,no,3,private,5 - 10,59,59,68
707,male,group D,high school,standard,none,single,regularly,no,2,school_bus,5 - 10,56,54,53
326,male,,some high school,free/reduced,none,widowed,regularly,yes,2,private,5 - 10,54,56,50
3,male,group D,some college,standard,none,divorced,sometimes,no,1,school_bus,< 5,63,59,58
472,female,group C,some high school,standard,none,single,sometimes,yes,2,school_bus,5 - 10,60,81,71
808,male,group C,,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,46,47,41
779,female,group B,some college,standard,none,divorced,sometimes,yes,3,private,> 10,67,73,81
246,female,,some high school,standard,completed,single,sometimes,no,2,school_bus,5 - 10,32,43,38
573,female,group C,high school,free/reduced,completed,,sometimes,yes,1,school_bus,5 - 10,50,66,64
894,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,5 - 10,67,78,84
442,male,,some high school,standard,none,divorced,regularly,,2,private,< 5,83,84,85
673,female,group D,bachelor's degree,free/reduced,none,single,sometimes,no,4,school_bus,> 10,57,76,72
679,female,group A,some high school,standard,none,married,sometimes,yes,0,school_bus,< 5,68,81,74
9,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,5 - 10,84,93,93
799,male,group C,master's degree,standard,completed,married,sometimes,no,1,private,> 10,85,71,74
864,female,group D,some high school,standard,,divorced,never,no,2,school_bus,< 5,56,63,55
223,female,group E,some college,standard,none,married,sometimes,yes,3,school_bus,5 - 10,58,66,66
954,male,group C,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,< 5,56,54,53
885,male,group B,some high school,standard,none,single,never,yes,0,school_bus,< 5,59,57,47
991,male,group D,high school,standard,none,single,never,yes,0,school_bus,> 10,76,71,59
409,male,group D,high school,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,54,53,50
347,female,group D,some college,free/reduced,none,,never,yes,1,school_bus,< 5,69,80,81
277,female,group A,some college,free/reduced,none,single,regularly,no,2,private,< 5,65,79,78
885,male,group D,some high school,free/reduced,none,single,never,yes,4,private,< 5,71,66,64
454,female,group C,high school,standard,completed,married,regularly,yes,1,school_bus,> 10,97,98,100
132,female,group E,some high school,standard,completed,single,regularly,no,3,private,5 - 10,81,78,88
694,male,,some high school,standard,none,married,sometimes,yes,3,school_bus,5 - 10,86,83,76
81,female,group B,some high school,standard,completed,single,sometimes,no,2,,5 - 10,61,75,71
229,female,group E,some high school,standard,completed,single,regularly,yes,2,school_bus,5 - 10,74,82,76
449,male,group E,some high school,free/reduced,none,single,regularly,yes,4,school_bus,5 - 10,36,36,38
615,female,group C,high school,standard,none,married,sometimes,yes,1,school_bus,5 - 10,60,68,72
681,male,group C,some high school,standard,none,married,sometimes,yes,2,private,5 - 10,64,70,71
569,male,group C,,standard,completed,married,regularly,yes,4,private,< 5,76,71,74
252,female,group E,bachelor's degree,free/reduced,completed,married,never,no,1,private,< 5,63,67,69
947,male,,some college,standard,none,married,regularly,yes,0,private,5 - 10,45,33,32
866,female,group B,associate's degree,standard,completed,widowed,sometimes,yes,3,private,5 - 10,64,83,81
154,male,group B,some college,standard,completed,single,sometimes,yes,1,,< 5,85,90,91
852,male,group B,some college,standard,completed,married,regularly,yes,1,school_bus,5 - 10,67,77,74
25,male,,some college,free/reduced,none,married,sometimes,yes,1,private,5 - 10,60,58,54
980,female,group B,associate's degree,standard,none,widowed,regularly,yes,0,school_bus,> 10,62,75,69
78,female,group E,bachelor's degree,standard,none,single,regularly,no,2,school_bus,5 - 10,43,57,63
545,female,group C,,standard,none,single,sometimes,no,2,private,> 10,50,60,60
511,female,group C,high school,standard,none,divorced,sometimes,yes,2,private,> 10,75,76,77
692,female,group C,,free/reduced,completed,divorced,sometimes,yes,0,private,> 10,67,75,82
747,male,group C,some high school,standard,completed,married,sometimes,,1,school_bus,> 10,69,65,68
41,female,group D,some high school,standard,none,single,sometimes,yes,0,private,5 - 10,44,49,45
849,male,group E,some high school,standard,none,married,regularly,yes,0,school_bus,5 - 10,96,89,85
145,female,group D,associate's degree,standard,none,single,sometimes,yes,5,,5 - 10,54,72,72
124,female,,some college,free/reduced,completed,,never,yes,1,school_bus,< 5,45,56,58
364,male,group E,some college,standard,none,married,sometimes,yes,1,school_bus,< 5,68,65,62
898,female,group C,some college,standard,none,married,sometimes,yes,4,school_bus,> 10,51,66,68
215,male,group B,master's degree,free/reduced,none,divorced,regularly,yes,0,school_bus,< 5,75,81,78
102,female,group C,master's degree,standard,completed,married,sometimes,yes,4,school_bus,> 10,76,79,84
190,female,group D,high school,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,41,54,57
930,male,group D,some college,standard,none,single,sometimes,yes,0,private,> 10,79,84,78
736,male,group B,,standard,none,married,regularly,yes,0,school_bus,5 - 10,77,63,60
478,female,group C,some college,standard,completed,married,regularly,no,3,private,,74,89,85
914,male,group E,some college,standard,none,married,sometimes,yes,1,private,> 10,72,63,60
190,male,,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,33,31,27
245,female,group D,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,5 - 10,100,100,100
581,female,group E,high school,free/reduced,none,married,regularly,no,1,school_bus,5 - 10,61,65,53
834,male,group D,some college,standard,none,divorced,regularly,yes,0,school_bus,5 - 10,85,81,83
550,female,group E,bachelor's degree,free/reduced,completed,,sometimes,yes,3,school_bus,< 5,84,97,98
810,male,group C,high school,free/reduced,none,single,sometimes,no,1,school_bus,5 - 10,83,81,72
227,male,group E,master's degree,standard,none,divorced,regularly,yes,2,,< 5,90,85,84
542,male,group D,some college,standard,completed,married,,yes,3,,5 - 10,82,74,76
209,female,group E,some college,free/reduced,completed,single,sometimes,no,1,school_bus,< 5,52,71,68
922,male,group C,some high school,standard,none,married,sometimes,,1,private,5 - 10,69,56,55
870,female,group A,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,56,60,65
856,male,group D,high school,free/reduced,none,married,never,no,1,school_bus,< 5,64,68,64
921,female,,some high school,standard,completed,,sometimes,yes,1,,> 10,43,49,54
741,female,group C,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,46,61,57
83,male,group B,high school,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,75,83,67
983,female,group C,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,5 - 10,75,83,88
